year,quarter,level,entity,count,amount
2020,2,states,maharashtra,39836,6879717.0
2020,2,states,karnataka,27358,4794150.0
2020,2,states,andhra pradesh,22104,3982391.0
2020,2,states,telangana,19003,3419453.0
2020,2,states,delhi,11716,1897480.0
2020,2,states,uttar pradesh,9884,1912266.0
2020,2,states,gujarat,7697,1430591.0
2020,2,states,west bengal,7619,1432764.0
2020,2,states,haryana,6321,1179814.0
2020,2,states,madhya pradesh,6283,1198701.0
2020,2,districts,bengaluru urban,20040,3301769.0
2020,2,districts,pune,8699,1482628.0
2020,2,districts,thane,7559,1221018.0
2020,2,districts,mumbai suburban,5780,884439.0
2020,2,districts,hyderabad,4783,805518.0
2020,2,districts,rangareddy,4495,778492.0
2020,2,districts,medchal malkajgiri,4150,711890.0
2020,2,districts,visakhapatnam,3504,614212.0
2020,2,districts,aurangabad,2898,509460.0
2020,2,districts,anantapur,2739,485777.0
2020,2,pincodes,560068,1076,168415.0
2020,2,pincodes,560037,1034,155914.0
2020,2,pincodes,110059,895,132104.0
2020,2,pincodes,560076,802,124790.0
2020,2,pincodes,500072,760,122394.0
2020,2,pincodes,560078,742,119673.0
2020,2,pincodes,421201,668,104388.0
2020,2,pincodes,560100,651,103528.0
2020,2,pincodes,431003,651,107122.0
2020,2,pincodes,110092,638,94570.0
2020,3,states,maharashtra,71662,19230156.0
2020,3,states,karnataka,53701,12407394.0
2020,3,states,andhra pradesh,49812,12426481.0
2020,3,states,telangana,34395,8406543.0
2020,3,states,uttar pradesh,18131,4436969.0
2020,3,states,rajasthan,15235,3758527.0
2020,3,states,madhya pradesh,14476,3496126.0
2020,3,states,west bengal,12596,2878482.0
2020,3,states,gujarat,12525,3335812.0
2020,3,states,odisha,10955,2640191.0
2020,3,districts,bengaluru urban,32192,6940765.0
2020,3,districts,pune,18176,4567561.0
2020,3,districts,visakhapatnam,7906,1892376.0
2020,3,districts,thane,6951,1718946.0
2020,3,districts,rangareddy,6340,1509162.0
2020,3,districts,hyderabad,6331,1397580.0
2020,3,districts,medchal malkajgiri,5929,1415970.0
2020,3,districts,nashik,5564,1418697.0
2020,3,districts,spsr nellore,5509,1259159.0
2020,3,districts,krishna,4519,1093882.0
2020,3,pincodes,560068,1603,340876.0
2020,3,pincodes,560076,1148,250474.0
2020,3,pincodes,560078,1124,243443.0
2020,3,pincodes,500072,1103,243812.0
2020,3,pincodes,410501,1067,278535.0
2020,3,pincodes,345021,1003,203794.0
2020,3,pincodes,535003,968,195870.0
2020,3,pincodes,431003,926,209817.0
2020,3,pincodes,560037,923,202431.0
2020,3,pincodes,560079,904,183362.0
2020,4,states,maharashtra,44798,27113814.0
2020,4,states,karnataka,31747,26814968.0
2020,4,states,andhra pradesh,21464,12985632.0
2020,4,states,telangana,20961,11339099.0
2020,4,states,uttar pradesh,17470,14180417.0
2020,4,states,rajasthan,12509,6471573.0
2020,4,states,madhya pradesh,10653,4897124.0
2020,4,states,tamil nadu,10290,8993575.0
2020,4,states,west bengal,10233,7510455.0
2020,4,states,gujarat,9990,6055037.0
2020,4,districts,bengaluru urban,18485,15922383.0
2020,4,districts,pune,8211,4862704.0
2020,4,districts,thane,5939,4405413.0
2020,4,districts,mumbai suburban,4631,3301120.0
2020,4,districts,hyderabad,3682,1892565.0
2020,4,districts,rangareddy,3486,2124943.0
2020,4,districts,visakhapatnam,3464,2203761.0
2020,4,districts,jaipur,3318,1641429.0
2020,4,districts,medchal malkajgiri,3298,2034226.0
2020,4,districts,nashik,2903,1492155.0
2020,4,pincodes,560068,849,653177.0
2020,4,pincodes,421302,609,459248.0
2020,4,pincodes,560079,565,461758.0
2020,4,pincodes,500072,554,307425.0
2020,4,pincodes,560078,536,398681.0
2020,4,pincodes,560076,525,495928.0
2020,4,pincodes,560037,511,384244.0
2020,4,pincodes,201301,496,320628.0
2020,4,pincodes,560043,495,437875.0
2020,4,pincodes,421201,465,347630.0
2021,1,states,maharashtra,55792,33137753.0
2021,1,states,karnataka,37595,30183325.0
2021,1,states,telangana,28298,14810947.0
2021,1,states,uttar pradesh,24103,18027573.0
2021,1,states,andhra pradesh,22105,12749874.0
2021,1,states,rajasthan,17800,8074225.0
2021,1,states,west bengal,15488,11172042.0
2021,1,states,madhya pradesh,14427,5567927.0
2021,1,states,tamil nadu,14406,11180849.0
2021,1,states,delhi,12822,9655261.0
2021,1,districts,bengaluru urban,21606,17636524.0
2021,1,districts,pune,10913,6482027.0
2021,1,districts,thane,6971,4869909.0
2021,1,districts,mumbai suburban,5505,3893302.0
2021,1,districts,hyderabad,5067,2446647.0
2021,1,districts,rangareddy,4821,2864273.0
2021,1,districts,jaipur,4630,2056318.0
2021,1,districts,medchal malkajgiri,4375,2393448.0
2021,1,districts,visakhapatnam,4006,2403199.0
2021,1,districts,kolkata,3750,2611912.0
2021,1,pincodes,560068,870,614123.0
2021,1,pincodes,421302,802,538000.0
2021,1,pincodes,700046,750,471141.0
2021,1,pincodes,201301,697,383781.0
2021,1,pincodes,560043,682,549677.0
2021,1,pincodes,500072,677,374999.0
2021,1,pincodes,560078,658,521459.0
2021,1,pincodes,410501,649,265413.0
2021,1,pincodes,560091,648,492850.0
2021,1,pincodes,110059,632,446103.0
2021,2,states,maharashtra,70381,46763103.0
2021,2,states,karnataka,40969,39501006.0
2021,2,states,andhra pradesh,33205,22730687.0
2021,2,states,telangana,28870,20935651.0
2021,2,states,uttar pradesh,25952,25137571.0
2021,2,states,rajasthan,18281,14357445.0
2021,2,states,tamil nadu,17682,16444344.0
2021,2,states,west bengal,15200,12396029.0
2021,2,states,madhya pradesh,14803,9787391.0
2021,2,states,gujarat,14676,10263998.0
2021,2,districts,bengaluru urban,21918,19572756.0
2021,2,districts,pune,14949,9422249.0
2021,2,districts,thane,7446,5734857.0
2021,2,districts,rangareddy,5618,4515303.0
2021,2,districts,hyderabad,5616,3945773.0
2021,2,districts,prakasam,5308,2719134.0
2021,2,districts,mumbai suburban,5293,3659655.0
2021,2,districts,medchal malkajgiri,5094,3743459.0
2021,2,districts,visakhapatnam,4655,3497573.0
2021,2,districts,nashik,4607,2827696.0
2021,2,pincodes,523002,1409,631953.0
2021,2,pincodes,110042,1036,537398.0
2021,2,pincodes,560068,982,719927.0
2021,2,pincodes,410501,948,578550.0
2021,2,pincodes,500072,915,574372.0
2021,2,pincodes,421302,783,586297.0
2021,2,pincodes,712138,724,263805.0
2021,2,pincodes,411033,722,405598.0
2021,2,pincodes,560076,719,556220.0
2021,2,pincodes,412105,713,452166.0
2021,3,states,maharashtra,52268,41313307.0
2021,3,states,karnataka,47468,48078366.0
2021,3,states,uttar pradesh,32799,32641118.0
2021,3,states,telangana,27080,20925217.0
2021,3,states,west bengal,24839,21424337.0
2021,3,states,tamil nadu,23107,23402918.0
2021,3,states,andhra pradesh,23075,19914338.0
2021,3,states,bihar,18030,18234941.0
2021,3,states,delhi,16679,15007079.0
2021,3,states,rajasthan,16643,12793862.0
2021,3,districts,bengaluru urban,27498,26210017.0
2021,3,districts,pune,9943,8127896.0
2021,3,districts,thane,7829,6194341.0
2021,3,districts,mumbai suburban,5520,4552921.0
2021,3,districts,hyderabad,5201,3813732.0
2021,3,districts,rangareddy,5064,4209112.0
2021,3,districts,medchal malkajgiri,4896,3968450.0
2021,3,districts,kolkata,4808,3468389.0
2021,3,districts,gurugram,4501,3651728.0
2021,3,districts,chennai,4367,3861435.0
2021,3,pincodes,712138,1350,480755.0
2021,3,pincodes,421301,1176,670772.0
2021,3,pincodes,560068,1126,984821.0
2021,3,pincodes,421302,1001,736789.0
2021,3,pincodes,122001,866,704138.0
2021,3,pincodes,201301,846,600065.0
2021,3,pincodes,560058,841,725815.0
2021,3,pincodes,122006,806,481888.0
2021,3,pincodes,500072,803,638626.0
2021,3,pincodes,560043,800,743863.0
2021,4,states,maharashtra,82423,93262227.0
2021,4,states,karnataka,74436,90723288.0
2021,4,states,uttar pradesh,44132,59654951.0
2021,4,states,telangana,34848,38845492.0
2021,4,states,delhi,34251,36578331.0
2021,4,states,tamil nadu,33037,42184290.0
2021,4,states,west bengal,26320,31282871.0
2021,4,states,andhra pradesh,25423,31610335.0
2021,4,states,bihar,22456,27313813.0
2021,4,states,haryana,19489,25885838.0
2021,4,districts,bengaluru urban,44650,50064816.0
2021,4,districts,pune,16039,18693479.0
2021,4,districts,thane,13362,13856390.0
2021,4,districts,mumbai suburban,9319,9168680.0
2021,4,districts,hyderabad,7016,7001072.0
2021,4,districts,rangareddy,6835,7932450.0
2021,4,districts,medchal malkajgiri,6553,7341035.0
2021,4,districts,gurugram,5951,6492219.0
2021,4,districts,chennai,5769,6143037.0
2021,4,districts,jaipur,5571,6278712.0
2021,4,pincodes,560068,1839,1905289.0
2021,4,pincodes,110059,1509,1603319.0
2021,4,pincodes,421301,1473,1157196.0
2021,4,pincodes,421302,1471,1338786.0
2021,4,pincodes,560078,1372,1472700.0
2021,4,pincodes,560076,1308,1508537.0
2021,4,pincodes,560043,1285,1483440.0
2021,4,pincodes,560058,1237,1231686.0
2021,4,pincodes,110086,1220,1265728.0
2021,4,pincodes,560091,1201,1265605.0
2022,1,states,karnataka,95640,130733580.0
2022,1,states,maharashtra,88015,117411928.0
2022,1,states,tamil nadu,47621,64969045.0
2022,1,states,uttar pradesh,45996,73014969.0
2022,1,states,west bengal,38779,51160527.0
2022,1,states,kerala,37110,64172190.0
2022,1,states,telangana,36325,51942016.0
2022,1,states,andhra pradesh,29954,42648157.0
2022,1,states,delhi,28232,35442069.0
2022,1,states,haryana,22783,32526943.0
2022,1,districts,bengaluru urban,57549,71700148.0
2022,1,districts,pune,17790,24312875.0
2022,1,districts,thane,14272,16536659.0
2022,1,districts,mumbai suburban,10457,11756037.0
2022,1,districts,chennai,9138,9949256.0
2022,1,districts,hyderabad,7434,9813417.0
2022,1,districts,medchal malkajgiri,7300,10383529.0
2022,1,districts,rangareddy,7261,10851640.0
2022,1,districts,kolkata,6763,7736401.0
2022,1,districts,gurugram,6642,8138262.0
2022,1,pincodes,560068,2349,2922542.0
2022,1,pincodes,560076,1718,2181826.0
2022,1,pincodes,560043,1713,2402868.0
2022,1,pincodes,560058,1699,1800069.0
2022,1,pincodes,421302,1673,1688051.0
2022,1,pincodes,560078,1671,1970551.0
2022,1,pincodes,560091,1656,2065687.0
2022,1,pincodes,110059,1416,1666849.0
2022,1,pincodes,560079,1358,1534187.0
2022,1,pincodes,560064,1288,1709573.0
2022,2,states,karnataka,93385,123228632.0
2022,2,states,maharashtra,80935,104603934.0
2022,2,states,uttar pradesh,55133,77434953.0
2022,2,states,tamil nadu,46714,61835120.0
2022,2,states,telangana,45600,58056956.0
2022,2,states,kerala,35667,59920203.0
2022,2,states,west bengal,33542,41737021.0
2022,2,states,andhra pradesh,32185,41708072.0
2022,2,states,delhi,26378,31787281.0
2022,2,states,gujarat,25381,32090965.0
2022,2,districts,bengaluru urban,57934,69731242.0
2022,2,districts,pune,18712,24072589.0
2022,2,districts,thane,12306,14514282.0
2022,2,districts,rangareddy,10065,13653367.0
2022,2,districts,mumbai suburban,9944,10743651.0
2022,2,districts,hyderabad,9542,11365866.0
2022,2,districts,chennai,8966,9428379.0
2022,2,districts,medchal malkajgiri,8919,11248856.0
2022,2,districts,jaipur,7224,9069667.0
2022,2,districts,ahmadabad,6962,8565312.0
2022,2,pincodes,560068,2692,3077564.0
2022,2,pincodes,560037,1860,2052163.0
2022,2,pincodes,560078,1844,2105323.0
2022,2,pincodes,560076,1835,2129897.0
2022,2,pincodes,500072,1794,2115388.0
2022,2,pincodes,560043,1755,2171198.0
2022,2,pincodes,560091,1405,1565112.0
2022,2,pincodes,560100,1389,1710571.0
2022,2,pincodes,201301,1312,1413747.0
2022,2,pincodes,203001,1297,774861.0
2022,3,states,karnataka,110273,144605784.0
2022,3,states,maharashtra,90958,113835208.0
2022,3,states,uttar pradesh,64514,87703512.0
2022,3,states,tamil nadu,64356,79747520.0
2022,3,states,kerala,54587,85390924.0
2022,3,states,telangana,51465,64798126.0
2022,3,states,west bengal,47853,59092307.0
2022,3,states,andhra pradesh,39301,48791931.0
2022,3,states,delhi,35944,41570160.0
2022,3,states,haryana,35346,45402800.0
2022,3,districts,bengaluru urban,64593,79303480.0
2022,3,districts,pune,19899,24823260.0
2022,3,districts,thane,13402,15693837.0
2022,3,districts,chennai,12059,12069618.0
2022,3,districts,rangareddy,11801,15523643.0
2022,3,districts,mumbai suburban,11136,11840245.0
2022,3,districts,hyderabad,10560,12374531.0
2022,3,districts,medchal malkajgiri,10158,12806190.0
2022,3,districts,gurugram,10085,10744733.0
2022,3,districts,jaipur,9778,11871696.0
2022,3,pincodes,560068,2861,3528404.0
2022,3,pincodes,500072,2176,2594114.0
2022,3,pincodes,560037,2120,2606805.0
2022,3,pincodes,560043,2030,2571392.0
2022,3,pincodes,560076,1945,2478555.0
2022,3,pincodes,122001,1932,1913882.0
2022,3,pincodes,560078,1912,2228186.0
2022,3,pincodes,201301,1886,1908594.0
2022,3,pincodes,560058,1610,1917287.0
2022,3,pincodes,560091,1561,1858018.0
2022,4,states,karnataka,133971,185063287.0
2022,4,states,maharashtra,125900,174915648.0
2022,4,states,tamil nadu,125491,146457790.0
2022,4,states,uttar pradesh,77022,116755813.0
2022,4,states,kerala,65563,103982997.0
2022,4,states,telangana,64655,88544127.0
2022,4,states,west bengal,54277,70466433.0
2022,4,states,delhi,48908,60603173.0
2022,4,states,andhra pradesh,44329,58043239.0
2022,4,states,rajasthan,40926,60792838.0
2022,4,districts,bengaluru urban,78817,101938016.0
2022,4,districts,pune,27018,38292195.0
2022,4,districts,chennai,21588,21184965.0
2022,4,districts,thane,20282,24614041.0
2022,4,districts,mumbai suburban,16192,18884324.0
2022,4,districts,rangareddy,15005,21565381.0
2022,4,districts,thiruvallur,14602,15650997.0
2022,4,districts,medchal malkajgiri,12852,17986714.0
2022,4,districts,hyderabad,12819,15945642.0
2022,4,districts,coimbatore,12780,15595276.0
2022,4,pincodes,560068,3419,4310528.0
2022,4,pincodes,500072,2486,3151661.0
2022,4,pincodes,560043,2468,3499600.0
2022,4,pincodes,560037,2424,3146560.0
2022,4,pincodes,560076,2391,3129589.0
2022,4,pincodes,560078,2388,3105356.0
2022,4,pincodes,201301,2193,2399892.0
2022,4,pincodes,421302,2085,2245940.0
2022,4,pincodes,122001,2037,2580157.0
2022,4,pincodes,560058,1998,2274976.0
2023,1,states,karnataka,127376,186543426.0
2023,1,states,maharashtra,112174,166596248.0
2023,1,states,tamil nadu,90690,116710222.0
2023,1,states,uttar pradesh,73080,127110494.0
2023,1,states,kerala,62377,101786828.0
2023,1,states,west bengal,56833,77461732.0
2023,1,states,telangana,54508,82678207.0
2023,1,states,delhi,45821,61040038.0
2023,1,states,haryana,37287,61127194.0
2023,1,states,andhra pradesh,34920,51963355.0
2023,1,districts,bengaluru urban,75238,103829030.0
2023,1,districts,pune,24852,37388150.0
2023,1,districts,chennai,20140,20511279.0
2023,1,districts,thane,18419,23430698.0
2023,1,districts,mumbai suburban,14976,17928673.0
2023,1,districts,rangareddy,13622,21152107.0
2023,1,districts,thiruvallur,11786,13822733.0
2023,1,districts,medchal malkajgiri,11454,16935012.0
2023,1,districts,north twenty four parganas,11211,15232572.0
2023,1,districts,ernakulam,11073,17476806.0
2023,1,pincodes,560068,3214,4091377.0
2023,1,pincodes,560043,2365,3356228.0
2023,1,pincodes,560076,2282,3399622.0
2023,1,pincodes,560037,2272,3261324.0
2023,1,pincodes,500072,2244,3175666.0
2023,1,pincodes,201301,2080,2580701.0
2023,1,pincodes,560078,2018,2904918.0
2023,1,pincodes,122001,2018,2513445.0
2023,1,pincodes,560058,1931,2145047.0
2023,1,pincodes,411057,1914,2708878.0
2023,2,states,karnataka,117232,175704013.0
2023,2,states,maharashtra,102754,157303399.0
2023,2,states,tamil nadu,79698,105328191.0
2023,2,states,uttar pradesh,74194,122522457.0
2023,2,states,kerala,61032,100620604.0
2023,2,states,telangana,55118,79238968.0
2023,2,states,west bengal,49792,65204280.0
2023,2,states,delhi,41358,54951108.0
2023,2,states,haryana,40710,62186066.0
2023,2,states,rajasthan,37170,61301449.0
2023,2,districts,bengaluru urban,69812,99096628.0
2023,2,districts,pune,25943,39373541.0
2023,2,districts,chennai,15678,16453783.0
2023,2,districts,thane,15403,20442020.0
2023,2,districts,rangareddy,13998,20753771.0
2023,2,districts,mumbai suburban,12717,15575502.0
2023,2,districts,medchal malkajgiri,11833,17077694.0
2023,2,districts,gurugram,11759,15891257.0
2023,2,districts,jaipur,11344,16436901.0
2023,2,districts,thiruvallur,10840,12569262.0
2023,2,pincodes,560068,3141,3959944.0
2023,2,pincodes,560037,2575,3376141.0
2023,2,pincodes,500072,2534,3686902.0
2023,2,pincodes,560076,2184,3330509.0
2023,2,pincodes,122001,2154,2955207.0
2023,2,pincodes,560043,2126,3158190.0
2023,2,pincodes,560078,2051,2883618.0
2023,2,pincodes,201301,1992,2418828.0
2023,2,pincodes,411057,1944,2581267.0
2023,2,pincodes,560100,1843,2510992.0
2023,3,states,karnataka,139699,199448538.0
2023,3,states,maharashtra,104872,151171882.0
2023,3,states,tamil nadu,91069,114625593.0
2023,3,states,uttar pradesh,78940,121483170.0
2023,3,states,kerala,66059,110021582.0
2023,3,states,telangana,61523,84397465.0
2023,3,states,west bengal,58131,76359312.0
2023,3,states,gujarat,51049,65768085.0
2023,3,states,delhi,47113,58878500.0
2023,3,states,andhra pradesh,43150,57802396.0
2023,3,districts,bengaluru urban,81520,109497225.0
2023,3,districts,pune,25053,36210265.0
2023,3,districts,chennai,17189,16904783.0
2023,3,districts,rangareddy,16236,23374057.0
2023,3,districts,thane,14544,18428928.0
2023,3,districts,ahmadabad,13645,16204152.0
2023,3,districts,gurugram,13467,16796070.0
2023,3,districts,surat,13306,13249715.0
2023,3,districts,medchal malkajgiri,13044,17698951.0
2023,3,districts,mumbai suburban,12754,14762376.0
2023,3,pincodes,560068,3688,4646310.0
2023,3,pincodes,560037,2892,3957250.0
2023,3,pincodes,500072,2646,3365765.0
2023,3,pincodes,560076,2534,3590807.0
2023,3,pincodes,122001,2457,3051171.0
2023,3,pincodes,560043,2443,3288213.0
2023,3,pincodes,560078,2402,3244684.0
2023,3,pincodes,201301,2320,2626339.0
2023,3,pincodes,560100,2147,2864673.0
2023,3,pincodes,411057,2098,2821693.0
2023,4,states,karnataka,156076,248056311.0
2023,4,states,maharashtra,136968,217657114.0
2023,4,states,tamil nadu,104871,139433796.0
2023,4,states,uttar pradesh,92125,165509877.0
2023,4,states,kerala,73543,121905046.0
2023,4,states,west bengal,72712,100365562.0
2023,4,states,telangana,63993,105605522.0
2023,4,states,delhi,56336,77332401.0
2023,4,states,rajasthan,49741,94701652.0
2023,4,states,haryana,47506,80747159.0
2023,4,districts,bengaluru urban,88349,133137089.0
2023,4,districts,pune,30243,50492209.0
2023,4,districts,thane,21339,28481783.0
2023,4,districts,mumbai suburban,18186,22723247.0
2023,4,districts,chennai,18144,19953865.0
2023,4,districts,rangareddy,16541,29175361.0
2023,4,districts,jaipur,14759,25167653.0
2023,4,districts,gurugram,14118,20950373.0
2023,4,districts,north twenty four parganas,13483,19211808.0
2023,4,districts,ernakulam,13336,21283249.0
2023,4,pincodes,560068,3947,5606578.0
2023,4,pincodes,560037,2973,4120542.0
2023,4,pincodes,560043,2809,4454698.0
2023,4,pincodes,560076,2591,4025991.0
2023,4,pincodes,411057,2574,4010497.0
2023,4,pincodes,500072,2539,4276139.0
2023,4,pincodes,201301,2521,3339961.0
2023,4,pincodes,560078,2515,3710977.0
2023,4,pincodes,122001,2474,3601541.0
2023,4,pincodes,110059,2330,3163916.0
2024,1,states,karnataka,169357,264708700.0
2024,1,states,maharashtra,149016,224725389.0
2024,1,states,tamil nadu,111521,148976175.0
2024,1,states,uttar pradesh,103701,176442664.0
2024,1,states,west bengal,79576,104987909.0
2024,1,states,kerala,73106,115101791.0
2024,1,states,telangana,67388,105607539.0
2024,1,states,rajasthan,59127,102926410.0
2024,1,states,delhi,53050,76232346.0
2024,1,states,bihar,51592,63844442.0
2024,1,districts,bengaluru urban,90180,142519454.0
2024,1,districts,pune,31744,51048763.0
2024,1,districts,chennai,20315,23283126.0
2024,1,districts,thane,20270,27149287.0
2024,1,districts,mumbai suburban,17918,22557721.0
2024,1,districts,rangareddy,16320,28043767.0
2024,1,districts,jaipur,15526,26905546.0
2024,1,districts,gurugram,14505,21783690.0
2024,1,districts,north twenty four parganas,14070,19836922.0
2024,1,districts,thiruvallur,13891,17283816.0
2024,1,pincodes,560068,3871,5672343.0
2024,1,pincodes,560076,2776,4596888.0
2024,1,pincodes,560037,2685,3989582.0
2024,1,pincodes,560043,2655,4698522.0
2024,1,pincodes,560078,2621,4342390.0
2024,1,pincodes,122001,2542,3582671.0
2024,1,pincodes,201301,2451,3288770.0
2024,1,pincodes,411057,2366,3619740.0
2024,1,pincodes,500072,2338,3847111.0
2024,1,pincodes,560100,2288,3663878.0
2024,2,states,karnataka,142599,239304982.0
2024,2,states,maharashtra,118933,198945046.0
2024,2,states,tamil nadu,97348,135972378.0
2024,2,states,uttar pradesh,92458,159894258.0
2024,2,states,west bengal,67048,89476633.0
2024,2,states,kerala,65271,108142369.0
2024,2,states,telangana,56941,96037304.0
2024,2,states,rajasthan,55241,95504657.0
2024,2,states,bihar,49101,65285065.0
2024,2,states,delhi,46189,68046072.0
2024,2,districts,bengaluru urban,74985,126101324.0
2024,2,districts,pune,26444,46956580.0
2024,2,districts,chennai,18043,21201607.0
2024,2,districts,jaipur,15812,26736985.0
2024,2,districts,thane,15340,22859227.0
2024,2,districts,rangareddy,14737,27179956.0
2024,2,districts,mumbai suburban,14014,18993290.0
2024,2,districts,gurugram,12964,18926670.0
2024,2,districts,north twenty four parganas,12366,17517949.0
2024,2,districts,thiruvallur,12220,16133783.0
2024,2,pincodes,560068,3282,5271425.0
2024,2,pincodes,560037,2469,4089538.0
2024,2,pincodes,122001,2356,3374341.0
2024,2,pincodes,560076,2238,3928312.0
2024,2,pincodes,560043,2235,3997393.0
2024,2,pincodes,560078,2193,3581757.0
2024,2,pincodes,201301,2172,3036110.0
2024,2,pincodes,411057,2103,3395840.0
2024,2,pincodes,500072,1966,3066397.0
2024,2,pincodes,560100,1961,3095214.0
2024,3,states,karnataka,174990,287393291.0
2024,3,states,maharashtra,119776,201319952.0
2024,3,states,tamil nadu,116867,162128271.0
2024,3,states,uttar pradesh,92930,157303596.0
2024,3,states,kerala,79123,131721699.0
2024,3,states,west bengal,77158,107451766.0
2024,3,states,telangana,64873,110715264.0
2024,3,states,rajasthan,64533,108827800.0
2024,3,states,haryana,49735,79198642.0
2024,3,states,delhi,49150,71139489.0
2024,3,districts,bengaluru urban,96935,156230238.0
2024,3,districts,chennai,35114,42146763.0
2024,3,districts,pune,26286,46687498.0
2024,3,districts,jaipur,15969,25033274.0
2024,3,districts,rangareddy,15791,29402130.0
2024,3,districts,thane,15453,22511361.0
2024,3,districts,gurugram,14956,21502434.0
2024,3,districts,north twenty four parganas,14047,20510127.0
2024,3,districts,ernakulam,14031,23407883.0
2024,3,districts,medchal malkajgiri,13882,23616761.0
2024,3,pincodes,560068,3453,5413163.0
2024,3,pincodes,560100,3241,5455946.0
2024,3,pincodes,560037,2876,4315416.0
2024,3,pincodes,560066,2654,4668286.0
2024,3,pincodes,560076,2402,4241341.0
2024,3,pincodes,201301,2329,3345795.0
2024,3,pincodes,500072,2327,3766931.0
2024,3,pincodes,560091,2326,3714785.0
2024,3,pincodes,122001,2270,3090606.0
2024,3,pincodes,560103,2228,3764086.0
2024,4,states,karnataka,183532,305861806.0
2024,4,states,maharashtra,168078,266942711.0
2024,4,states,tamil nadu,127002,173784251.0
2024,4,states,uttar pradesh,116589,199179867.0
2024,4,states,west bengal,91719,120602777.0
2024,4,states,kerala,89533,144083113.0
2024,4,states,telangana,78498,124755619.0
2024,4,states,rajasthan,73530,127930986.0
2024,4,states,delhi,67962,94390728.0
2024,4,states,bihar,62662,83739800.0
2024,4,districts,bengaluru urban,95390,159224823.0
2024,4,districts,chennai,35408,43569170.0
2024,4,districts,pune,35259,60734341.0
2024,4,districts,thane,23491,31407984.0
2024,4,districts,mumbai suburban,19612,25682802.0
2024,4,districts,rangareddy,18678,32749841.0
2024,4,districts,ahmedabad,18268,25165090.0
2024,4,districts,jaipur,17081,28322938.0
2024,4,districts,gurugram,16973,25145012.0
2024,4,districts,medchal malkajgiri,16649,27751990.0
2024,4,pincodes,560068,3520,5740577.0
2024,4,pincodes,560100,3152,5158211.0
2024,4,pincodes,201301,2964,4217141.0
2024,4,pincodes,110059,2785,3658733.0
2024,4,pincodes,411057,2775,4649485.0
2024,4,pincodes,500072,2743,4242713.0
2024,4,pincodes,560037,2720,4500835.0
2024,4,pincodes,122001,2604,3793725.0
2024,4,pincodes,560066,2453,4252390.0
2024,4,pincodes,500081,2391,3983642.0
2020,2,districts,nicobars,3,565.0
2020,2,districts,south andaman,3,795.0
2020,2,pincodes,744301,3,565.0
2020,2,pincodes,744104,2,513.0
2020,2,pincodes,744101,1,282.0
2020,3,districts,south andaman,35,13651.0
2020,3,districts,nicobars,5,1448.0
2020,3,districts,north and middle andaman,1,281.0
2020,3,pincodes,744112,9,3432.0
2020,3,pincodes,744105,7,3948.0
2020,3,pincodes,744101,5,2194.0
2020,3,pincodes,744206,4,1620.0
2020,3,pincodes,744107,3,1095.0
2020,3,pincodes,744103,3,947.0
2020,3,pincodes,744302,3,562.0
2020,3,pincodes,744211,2,101.0
2020,3,pincodes,744301,2,886.0
2020,3,pincodes,744102,2,314.0
2020,4,districts,south andaman,109,137494.0
2020,4,districts,north and middle andaman,13,17734.0
2020,4,districts,nicobars,2,2747.0
2020,4,pincodes,744105,25,25659.0
2020,4,pincodes,744101,23,29686.0
2020,4,pincodes,744103,18,24904.0
2020,4,pincodes,744102,17,25073.0
2020,4,pincodes,744112,8,10459.0
2020,4,pincodes,744106,6,4840.0
2020,4,pincodes,744204,6,11659.0
2020,4,pincodes,744104,4,10271.0
2020,4,pincodes,744206,3,100.0
2020,4,pincodes,744205,3,5235.0
2021,1,districts,south andaman,164,167044.0
2021,1,districts,north and middle andaman,48,63978.0
2021,1,districts,nicobars,13,13244.0
2021,1,pincodes,744105,47,53060.0
2021,1,pincodes,744103,35,39985.0
2021,1,pincodes,744101,33,24571.0
2021,1,pincodes,744204,25,29635.0
2021,1,pincodes,744202,12,17588.0
2021,1,pincodes,744102,12,14085.0
2021,1,pincodes,744104,9,7310.0
2021,1,pincodes,744107,8,9253.0
2021,1,pincodes,744205,7,11223.0
2021,1,pincodes,744301,7,6612.0
2021,2,districts,south andaman,105,121104.0
2021,2,districts,north and middle andaman,28,45311.0
2021,2,districts,nicobars,4,15089.0
2021,2,pincodes,744103,36,33716.0
2021,2,pincodes,744101,17,19787.0
2021,2,pincodes,744105,15,17163.0
2021,2,pincodes,744102,13,10326.0
2021,2,pincodes,744204,10,10557.0
2021,2,pincodes,744107,8,11459.0
2021,2,pincodes,744202,6,9766.0
2021,2,pincodes,744104,6,8889.0
2021,2,pincodes,744205,6,12669.0
2021,2,pincodes,744210,4,9430.0
2021,3,districts,south andaman,182,223699.0
2021,3,districts,north and middle andaman,33,50997.0
2021,3,districts,nicobars,15,30539.0
2021,3,pincodes,744105,70,82425.0
2021,3,pincodes,744103,44,53909.0
2021,3,pincodes,744101,26,29601.0
2021,3,pincodes,744102,14,20616.0
2021,3,pincodes,744204,13,20075.0
2021,3,pincodes,744202,11,18134.0
2021,3,pincodes,744112,11,14406.0
2021,3,pincodes,744302,8,7247.0
2021,3,pincodes,744107,6,6406.0
2021,3,pincodes,744104,6,2221.0
2021,4,districts,south andaman,632,800758.0
2021,4,districts,north and middle andaman,81,182061.0
